Days for shipping (real),Days for shipment (scheduled),Delivery Status,Customer Segment,Latitude,Longitude,Order City,order date (DateOrders),Order Item Id,Order Item Quantity,Order State,Order Status,shipping date (DateOrders),Shipping Mode,User ID,Admin Recomended Slots/Previous Optimized Delivered Slots,Parcel Delivered in This Slot,Machine Prediction
6.0,4.0,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12-12-2015 03:32,59156.0,1.0,Madhya Pradesh,CLOSED,12/18/2015 3:32,Standard Class,1901.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12-12-2015 03:32,59157.0,1.0,Madhya Pradesh,CLOSED,12/18/2015 3:32,Standard Class,1901.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12-12-2015 03:32,59158.0,2.0,Madhya Pradesh,CLOSED,12/18/2015 3:32,Standard Class,1901.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Consumer,41.97568893,-87.69367981,Satna,12-12-2015 03:32,59159.0,3.0,Madhya Pradesh,CLOSED,12/18/2015 3:32,Standard Class,1901.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62596.0,1.0,Bihar,PENDING_PAYMENT,01-03-2016 15:57,Standard Class,1920.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3.0,4.0,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62595.0,1.0,Bihar,PENDING_PAYMENT,01-03-2016 15:57,Standard Class,1920.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62594.0,1.0,Bihar,PENDING_PAYMENT,01-03-2016 15:57,Standard Class,1920.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62597.0,3.0,Bihar,PENDING_PAYMENT,01-03-2016 15:57,Standard Class,1920.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
3.0,4.0,Advance shipping,Home Office,18.22962761,-66.3705368,Aurangabad,12/31/2015 15:57,62598.0,3.0,Bihar,PENDING_PAYMENT,01-03-2016 15:57,Standard Class,1920.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57137.0,2.0,Uttar Pradesh,COMPLETE,12-02-2015 05:18,First Class,1926.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57136.0,2.0,Uttar Pradesh,COMPLETE,12-02-2015 05:18,First Class,1926.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,1.0,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57140.0,2.0,Uttar Pradesh,COMPLETE,12-02-2015 05:18,First Class,1926.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2.0,1.0,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57139.0,3.0,Uttar Pradesh,COMPLETE,12-02-2015 05:18,First Class,1926.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,33.98764038,-118.2705536,Etawah,11/30/2015 5:18,57138.0,5.0,Uttar Pradesh,COMPLETE,12-02-2015 05:18,First Class,1926.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5.0,2.0,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,11-03-2015 07:16,52446.0,1.0,Chhattisgarh,CLOSED,11-08-2015 07:16,Second Class,1937.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5.0,2.0,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,11-03-2015 07:16,52444.0,1.0,Chhattisgarh,CLOSED,11-08-2015 07:16,Second Class,1937.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,11-03-2015 07:16,52447.0,2.0,Chhattisgarh,CLOSED,11-08-2015 07:16,Second Class,1937.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
5.0,2.0,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,11-03-2015 07:16,52443.0,4.0,Chhattisgarh,CLOSED,11-08-2015 07:16,Second Class,1937.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5.0,2.0,Late delivery,Corporate,31.77133369,-106.4199219,Bhilai,11-03-2015 07:16,52445.0,4.0,Chhattisgarh,CLOSED,11-08-2015 07:16,Second Class,1937.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Home Office,18.26749229,-66.37056732,Ranchi,1/17/2016 10:30,65413.0,3.0,Jharkhand,PENDING_PAYMENT,1/19/2016 10:30,Standard Class,1938.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Home Office,18.26749229,-66.37056732,Ranchi,1/17/2016 10:30,65414.0,1.0,Jharkhand,PENDING_PAYMENT,1/19/2016 10:30,Standard Class,1938.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Corporate,35.1097641,-106.5007248,Allahabad,2/19/2016 0:49,70969.0,5.0,Uttar Pradesh,PENDING_PAYMENT,2/24/2016 0:49,Standard Class,1940.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Corporate,35.1097641,-106.5007248,Allahabad,2/19/2016 0:49,70968.0,5.0,Uttar Pradesh,PENDING_PAYMENT,2/24/2016 0:49,Standard Class,1940.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Corporate,21.343153,-157.906601,Bhopal,2/24/2016 23:45,72009.0,5.0,Madhya Pradesh,PENDING_PAYMENT,2/27/2016 23:45,Standard Class,1942.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Corporate,21.343153,-157.906601,Bhopal,2/24/2016 23:45,72008.0,4.0,Madhya Pradesh,PENDING_PAYMENT,2/27/2016 23:45,Standard Class,1942.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3.0,4.0,Advance shipping,Corporate,21.343153,-157.906601,Bhopal,2/24/2016 23:45,72007.0,4.0,Madhya Pradesh,PENDING_PAYMENT,2/27/2016 23:45,Standard Class,1942.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3.0,2.0,Late delivery,Corporate,47.67869949,-122.3217621,Bhiwandi,2/18/2016 15:21,70908.0,1.0,Maharashtra,PENDING_PAYMENT,2/21/2016 15:21,Second Class,1971.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3.0,2.0,Late delivery,Corporate,47.67869949,-122.3217621,Bhiwandi,2/18/2016 15:21,70907.0,4.0,Maharashtra,PENDING_PAYMENT,2/21/2016 15:21,Second Class,1971.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3.0,2.0,Late delivery,Corporate,47.67869949,-122.3217621,Bhiwandi,2/18/2016 15:21,70909.0,5.0,Maharashtra,PENDING_PAYMENT,2/21/2016 15:21,Second Class,1971.0,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
5.0,4.0,Late delivery,Consumer,18.25937843,-66.37058258,Rajkot,12-08-2015 09:51,58524.0,1.0,Guyarat,PROCESSING,12/13/2015 9:51,Standard Class,1979.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Consumer,18.25937843,-66.37058258,Rajkot,12-08-2015 09:51,58522.0,3.0,Guyarat,PROCESSING,12/13/2015 9:51,Standard Class,1979.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Consumer,18.25937843,-66.37058258,Rajkot,12-08-2015 09:51,58523.0,4.0,Guyarat,PROCESSING,12/13/2015 9:51,Standard Class,1979.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4.0,4.0,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54270.0,5.0,Chhattisgarh,COMPLETE,11/17/2015 15:40,Standard Class,2003.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54269.0,5.0,Chhattisgarh,COMPLETE,11/17/2015 15:40,Standard Class,2003.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54267.0,1.0,Chhattisgarh,COMPLETE,11/17/2015 15:40,Standard Class,2003.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Consumer,40.00903702,-76.39564514,Durg,11/13/2015 15:40,54268.0,3.0,Chhattisgarh,COMPLETE,11/17/2015 15:40,Standard Class,2003.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60640.0,1.0,Madhya Pradesh,PENDING,12/24/2015 19:18,Standard Class,2006.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60643.0,1.0,Madhya Pradesh,PENDING,12/24/2015 19:18,Standard Class,2006.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60642.0,1.0,Madhya Pradesh,PENDING,12/24/2015 19:18,Standard Class,2006.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Consumer,36.03966141,-95.80953217,Ujjain,12/20/2015 19:18,60641.0,3.0,Madhya Pradesh,PENDING,12/24/2015 19:18,Standard Class,2006.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59336.0,1.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59333.0,1.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59332.0,5.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59335.0,2.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,2.0,Shipping on time,Consumer,18.2246151,-66.37056732,Korba,12/13/2015 4:25,59334.0,1.0,Chhattisgarh,COMPLETE,12/15/2015 4:25,Second Class,2008.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58654.0,1.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58657.0,2.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58656.0,2.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58653.0,4.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,33.64875412,-117.6374283,Bokaro,12-09-2015 04:46,58655.0,1.0,Jharkhand,PENDING,12/13/2015 4:46,Second Class,2027.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5.0,4.0,Late delivery,Consumer,18.26673508,-66.37054443,Bangalore,11/26/2015 5:19,56438.0,4.0,Karnataka,PENDING_PAYMENT,12-01-2015 05:19,Standard Class,2028.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5.0,4.0,Late delivery,Consumer,18.26673508,-66.37054443,Bangalore,11/26/2015 5:19,56439.0,5.0,Karnataka,PENDING_PAYMENT,12-01-2015 05:19,Standard Class,2028.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3.0,4.0,Advance shipping,Corporate,18.21932983,-66.37060547,Jodhpur,03-08-2016 00:47,74068.0,1.0,Rajastan,PENDING,03-11-2016 00:47,Standard Class,2030.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Corporate,18.21932983,-66.37060547,Jodhpur,03-08-2016 00:47,74067.0,4.0,Rajastan,PENDING,03-11-2016 00:47,Standard Class,2030.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2.0,1.0,Late delivery,Consumer,36.08757019,-79.88663483,Raipur,2/27/2016 8:10,72397.0,1.0,Uttarakhand,CLOSED,2/29/2016 8:10,First Class,2048.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Shipping canceled,Consumer,36.08757019,-79.88663483,Ratlam,11-05-2015 10:46,52827.0,1.0,Madhya Pradesh,SUSPECTED_FRAUD,11-07-2015 10:46,Standard Class,2048.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Shipping canceled,Consumer,36.08757019,-79.88663483,Ratlam,11-05-2015 10:46,52828.0,1.0,Madhya Pradesh,SUSPECTED_FRAUD,11-07-2015 10:46,Standard Class,2048.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74719.0,1.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74720.0,1.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74717.0,3.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
6.0,4.0,Late delivery,Corporate,40.31143951,-75.13288879,Bangalore,03-11-2016 22:41,74718.0,1.0,Karnataka,PENDING,3/17/2016 22:41,Standard Class,2050.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
1.0,0.0,Late delivery,Consumer,18.21237755,-66.37058258,Bihar Sharif,01-07-2016 18:55,63802.0,1.0,Bihar,PENDING_PAYMENT,01-08-2016 06:55,Same Day,2055.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Consumer,18.21237755,-66.37058258,Bihar Sharif,01-07-2016 18:55,63801.0,1.0,Bihar,PENDING_PAYMENT,01-08-2016 06:55,Same Day,2055.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,2.0,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51430.0,1.0,Telangana,PENDING,11-03-2015 11:29,Second Class,2058.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
6.0,2.0,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51431.0,1.0,Telangana,PENDING,11-03-2015 11:29,Second Class,2058.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
6.0,2.0,Late delivery,Consumer,18.23467445,-66.37059784,Hyderabad,10/28/2015 11:29,51432.0,2.0,Telangana,PENDING,11-03-2015 11:29,Second Class,2058.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
4.0,4.0,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,03-04-2016 13:03,73451.0,1.0,Karnataka,PENDING,03-08-2016 13:03,Standard Class,2063.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,03-04-2016 13:03,73450.0,4.0,Karnataka,PENDING,03-08-2016 13:03,Standard Class,2063.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,18.38596916,-66.0940094,Bangalore,03-04-2016 13:03,73452.0,1.0,Karnataka,PENDING,03-08-2016 13:03,Standard Class,2063.0,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57912.0,2.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57908.0,1.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57909.0,1.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57911.0,3.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
1.0,0.0,Late delivery,Corporate,33.7309494,-117.8127518,Pimpri,12-04-2015 14:46,57910.0,1.0,Maharashtra,CLOSED,12-05-2015 02:46,Same Day,2102.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68725.0,1.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68723.0,3.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68724.0,4.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68722.0,5.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3.0,4.0,Advance shipping,Home Office,18.28859901,-66.37059021,Puducherry,02-05-2016 17:18,68721.0,1.0,Puducherry,PROCESSING,02-08-2016 17:18,Standard Class,2111.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67745.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67746.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67744.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67742.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5.0,2.0,Late delivery,Consumer,18.28152275,-66.37049866,Lucknow,1/30/2016 16:36,67743.0,1.0,Uttar Pradesh,PENDING_PAYMENT,02-04-2016 16:36,Second Class,2134.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Consumer,18.24798775,-66.37058258,Pune,01-12-2016 23:17,64644.0,1.0,Maharashtra,CLOSED,1/18/2016 23:17,Standard Class,2136.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Consumer,18.24798775,-66.37058258,Pune,01-12-2016 23:17,64643.0,1.0,Maharashtra,CLOSED,1/18/2016 23:17,Standard Class,2136.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6.0,4.0,Late delivery,Consumer,18.24798775,-66.37058258,Pune,01-12-2016 23:17,64645.0,4.0,Maharashtra,CLOSED,1/18/2016 23:17,Standard Class,2136.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4.0,4.0,Shipping on time,Consumer,18.25430679,-66.37052155,Guwahati,12/19/2015 22:16,60489.0,2.0,Assam,ON_HOLD,12/23/2015 22:16,Standard Class,2183.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,4.0,Shipping on time,Consumer,18.25430679,-66.37052155,Guwahati,12/19/2015 22:16,60488.0,4.0,Assam,ON_HOLD,12/23/2015 22:16,Standard Class,2183.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Shipping canceled,Corporate,18.27436638,-66.37059784,Mumbai,03-02-2016 11:18,73084.0,1.0,Maharashtra,CANCELED,03-04-2016 11:18,Standard Class,2220.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Shipping canceled,Corporate,18.27436638,-66.37059784,Mumbai,03-02-2016 11:18,73085.0,5.0,Maharashtra,CANCELED,03-04-2016 11:18,Standard Class,2220.0,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Shipping canceled,Corporate,18.27436638,-66.37059784,Mumbai,03-02-2016 11:18,73086.0,5.0,Maharashtra,CANCELED,03-04-2016 11:18,Standard Class,2220.0,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4.0,2.0,Late delivery,Corporate,18.21783066,-66.37054443,Sangli,1/20/2016 0:30,65857.0,1.0,Maharashtra,COMPLETE,1/24/2016 0:30,Second Class,2222.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4.0,2.0,Late delivery,Corporate,18.21783066,-66.37054443,Sangli,1/20/2016 0:30,65856.0,4.0,Maharashtra,COMPLETE,1/24/2016 0:30,Second Class,2222.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3.0,2.0,Late delivery,Corporate,18.2599659,-66.37059021,Pimpri,03-12-2016 22:09,74874.0,1.0,Maharashtra,PENDING_PAYMENT,3/15/2016 22:09,Second Class,2224.0,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3.0,2.0,Late delivery,Corporate,18.2599659,-66.37059021,Pimpri,03-12-2016 22:09,74875.0,4.0,Maharashtra,PENDING_PAYMENT,3/15/2016 22:09,Second Class,2224.0,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2.0,4.0,Advance shipping,Corporate,18.2539711,-66.37059784,Nellore,12/26/2015 19:59,61724.0,1.0,Andhra Pradesh,ON_HOLD,12/28/2015 19:59,Standard Class,2229.0,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2.0,4.0,Advance shipping,Corporate,18.2539711,-66.37059784,Nellore,12/26/2015 19:59,61725.0,4.0,Andhra Pradesh,ON_HOLD,12/28/2015 19:59,Standard Class,2229.0,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
